Body,Exam,Level,State,Year,Round,Institute,Branch,Category,Quota,Gender,OpeningRank,ClosingRank
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,7482,11810
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,,,5310,5310
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,Female,,,9138,9138
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,,,332,6281
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),Female,,,7196,8841
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,,,1650,3970
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,Female,,,4056,9617
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,General,,,1034,3877
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,Female,,,2335,5399
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"CIPET:IPT, BIHTA, PATNA",WASTE MANAGEMENT,General,,,5780,6191
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,CIVIL ENGINEERING,General,,,1744,3190
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,CIVIL ENGINEERING,Female,,,3906,6418
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,General,,,33,528
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,Female,,,24,1030
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,,,212,843
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,,,939,2162
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,,,1006,2055
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,2656,5541
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,,,4476,5149
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,,,3565,4834
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,,,6264,11203
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,BIOINFORMATICS (BI),General,,,3773,5656
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,,,1978,6294
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,CIVIL ENGINEERING,General,,,761,2299
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,CIVIL ENGINEERING,Female,,,2823,5235
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,,,117,396
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,Female,,,461,1197
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,,,400,1480
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,,,1409,3702
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,MECHANICAL ENGINEERING,General,,,1582,3516
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,,,5249,9482
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,,,4690,5591
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,,,11369,12155
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,General,,,1012,2351
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SC. & ENGINEERING,Female,,,1709,5385
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,,,3082,4824
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,,,4309,9580
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,General,,,3410,5561
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRICAL ENGINEERING,Female,,,12257,12257
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,General,,,1882,6008
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG COLLEGE W. CHAMPARAN,ELECTRO & COMMUNICATION ENGINEERING,Female,,,6559,6559
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG. COLLEGE SHEOHAR,CIVIL ENGG WITH COMPUTER APPLICATION,General,,,3733,3733
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,,,2674,5389
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG. COLLEGE SHEOHAR,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,,,4701,10593
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG. COLLEGE SHEOHAR,ELECTRICAL ENGINEERING,Female,,,5900,5900
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT ENGG. COLLEGE SHEOHAR,ELECTRO & COMMUNICATION ENGINEERING,Female,,,11300,11300
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,General,,,3437,5594
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,CIVIL ENGINEERING,Female,,,9385,9385
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,,,1654,5752
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,,,6285,11844
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,,,3124,5943
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,,,11528,12177
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF LAKHISARAI,ELECTRICAL ENGINEERING,General,,,3373,3373
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,General,,,3360,5903
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,CIVIL ENGINEERING,Female,,,9395,12009
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,"COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",General,,,677,3391
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,"COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE &
MACHINE LEARNING)",Female,,,2465,7384
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,,,1427,4669
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,,,3098,8281
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,General,,,5604,5628
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRICAL ENGINEERING,Female,,,2401,11370
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,General,,,2563,5831
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,ELECTRO & COMMUNICATION ENGINEERING,Female,,,4551,11959
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,GOVT. ENGG. COLLEGE OF SAMASTIPUR,MECHANICAL ENGINEERING,General,,,5473,5875
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",CIVIL ENGINEERING,General,,,4034,5917
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",CIVIL ENGINEERING,Female,,,5902,12312
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",COMPUTER SC. & ENGINEERING,General,,,2092,4035
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",COMPUTER SC. & ENGINEERING,Female,,,3840,6372
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,,,3693,5964
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,,,4295,11617
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",ELECTRICAL ENGINEERING,General,,,3988,4358
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, ARWAL",ELECTRICAL ENGINEERING,Female,,,7884,10468
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,General,,,2096,5934
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,Female,,,2497,9276
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",CIVIL ENGINEERING,General,,,4979,6011
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",CIVIL ENGINEERING,Female,,,3984,9560
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",COMPUTER SC AND ENGG (DATA SCIENCE),General,,,1052,4538
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",COMPUTER SC AND ENGG (DATA SCIENCE),Female,,,4350,8429
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",ELECTRICAL ENGINEERING,General,,,3714,5163
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",ELECTRO & COMMUNICATION ENGINEERING,General,,,2603,5671
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, AURANGABAD",ELECTRO & COMMUNICATION ENGINEERING,Female,,,5726,5726
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",CIVIL ENGINEERING,General,,,2337,5971
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",CIVIL ENGINEERING,Female,,,9820,11765
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",COMPUTER SC. & ENGINEERING,General,,,743,2710
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",COMPUTER SC. & ENGINEERING,Female,,,1602,5512
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,,,3174,4855
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),Female,,,5909,10865
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",ELECTRICAL ENGINEERING,General,,,4622,6042
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",ELECTRICAL ENGINEERING,Female,,,9089,10203
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",ELECTRO & COMMUNICATION ENGINEERING,General,,,3899,6047
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",ELECTRO & COMMUNICATION ENGINEERING,Female,,,7132,10454
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BANKA",MECHANICAL ENGINEERING,General,,,2494,2494
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",CIVIL ENGINEERING,General,,,4580,6020
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",CIVIL ENGINEERING,Female,,,4662,12045
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",COMPUTER SC. & ENGINEERING,General,,,138,3113
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",COMPUTER SC. & ENGINEERING,Female,,,2746,5282
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",ELECTRICAL ENGINEERING,General,,,4217,5311
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",ELECTRICAL ENGINEERING,Female,,,8246,12047
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",ELECTRO & COMMUNICATION ENGINEERING,General,,,4008,5776
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BHOJPUR",ELECTRO & COMMUNICATION ENGINEERING,Female,,,9890,11551
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",CIVIL ENGINEERING,General,,,4863,4863
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",CIVIL ENGINEERING,Female,,,8291,12290
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",COMPUTER SC. & ENGINEERING,General,,,867,4539
Bihar Combined Entrance Competitive Examination Board,Bihar Engineering Entrance Examination,UG,Bihar,2024,,"GOVT. ENGG. COLLEGE, BUXAR",COMPUTER SC. & ENGINEERING,Female,,,2349,8100
